Level;Name;ShortCode;Description;Uri;BroaderConcept
2;analysing and evaluating information and data;S2.7;"Examining data or facts to determine appropriate actions or recommendations; comparing and critically evaluating the credibility and reliability of sources of data; making and defending judgements based on internal evidence and external criteria.
Excludes:
- Using ICT tools to analyse and process data.";http://data.europa.eu/esco/skill/3753e796-121e-46a3-9c27-dee31ce92c80;information skills
3;analysing and evaluating information and data;S2.7.0;"Examining data or facts to determine appropriate actions or recommendations; comparing and critically evaluating the credibility and reliability of sources of data; making and defending judgements based on internal evidence and external criteria.
Excludes:
- Using ICT tools to analyse and process data.";http://data.europa.eu/esco/skill/1f2950c0-ef1e-44b4-9a55-125ccd7b78af;analysing and evaluating information and data
3;assessing land or real estate;S2.7.1;"Assessing the suitability of land or buildings for future sale, use, development or conservation and estimating their value.
Excludes:
- Using ICT tools to analyse and process data.

Examples:
- Conduct environmental site assessments
- Survey sites for pipeline installation
- Value properties";http://data.europa.eu/esco/skill/3eef7ff2-3ade-41d4-b084-2bd2a3949e1c;analysing and evaluating information and data
3;performing risk analysis and management;S2.7.5;"Identify and assess factors that may have negative financial consequences, jeopardise the success of a project or activity, expose individuals to danger, cause damage to property and equipment or threaten an organisation's functioning. Implement procedures to avoid or minimise their impact.
Excludes:
- Using ICT tools to analyse and process data.

Examples:
- Draw up risk assessment
- Apply risk management processes";http://data.europa.eu/esco/skill/7e153e1d-2b12-43ad-89f3-0cf82ebc4a30;analysing and evaluating information and data
3;analysing scientific and medical data;S2.7.2;"Analysing data and evaluating information collected from scientific and medical tests and investigations.
Excludes:
- Using ICT tools to analyse and process data.
- Analysing and testing samples

Examples:
- Interpret haematological test results
- Analyse environmental data";http://data.europa.eu/esco/skill/ba1f6201-b206-4459-b178-706db34a851d;analysing and evaluating information and data
3;analysing financial and economic data;S2.7.3;"Analysing and evaluating information and data on finances and on economic and market trends.
Excludes:
- Risk analysis
- Using ICT tools to analyse and process data.

Examples:
- Forecast economic trends
- Prepare financial projections
- Consult credit scores";http://data.europa.eu/esco/skill/d94e1143-3a3a-4f6a-a881-df93bf56cf23;analysing and evaluating information and data
3;analysing business operations;S2.7.4;"Analysing and evaluating information and data on production and business operations.
Excludes:
- Using ICT tools to analyse and process data.

Examples:
- Perform business analysis
- Conduct feasibility studies";http://data.europa.eu/esco/skill/ec528c47-65f4-4187-9dc1-5a8889f84a06;analysing and evaluating information and data
3;evaluating systems, programmes, equipment and products;S2.7.6;"Evaluating and analysing information on the performance of systems, processes, practices, programmes, equipment or products.
Excludes:
- Using ICT tools to analyse and process data.
- Testing equipment and products

Examples:
- Evaluate education programmes
- Evaluate nursing care
- Execute ICT audits";http://data.europa.eu/esco/skill/f2cf57fe-d4cb-4b4a-831d-73171cc73909;analysing and evaluating information and data
2;processing information;S2.4;"Inputting, recording, transcribing and updating data using electronic or manual information systems.
Excludes:
- Skills in the use of specific ICT tools to process data";http://data.europa.eu/esco/skill/587e1cd6-a376-4c8f-8369-187c128d72a3;information skills
3;gathering information from physical or electronic sources;S2.4.1;"Collecting, compiling or gathering information from digital, paper or other sources.
Examples:
- collect customer data
- gather reference materials
- obtain financial information

Excludes:
- Skills in the use of specific ICT tools to process data
";http://data.europa.eu/esco/skill/29dcc31e-a8d6-4a62-b3c1-2de81e966e39;processing information
3;processing information;S2.4.0;"Inputting, recording, transcribing and updating data using electronic or manual information systems.
Excludes:
- Skills in the use of specific ICT tools to process data";http://data.europa.eu/esco/skill/70ac2c90-656a-4fa3-886c-5b9305db2087;processing information
3;entering and transforming information;S2.4.2;"Entering and transforming information in electronic or other information systems.
Examples:
- format documents
- transcribe data
- input data into computers

Excludes:
- skills in the use of specific ICT tools to process data
- perform mathematical calculations
";http://data.europa.eu/esco/skill/9bdf8a77-8524-43da-bac6-d15d22e1b7ed;processing information
2;information skills;S2.0;"Collecting, storing, monitoring, and using information; Conducting studies, investigations and tests; maintaining records; managing, evaluating, processing, analysing and monitoring information and projecting outcomes.
nan";http://data.europa.eu/esco/skill/82c084ea-15e9-4d55-98dc-ede0f767baee;information skills
3;information skills;S2.0.0;"Collecting, storing, monitoring, and using information; Conducting studies, investigations and tests; maintaining records; managing, evaluating, processing, analysing and monitoring information and projecting outcomes.
nan";http://data.europa.eu/esco/skill/cd9c487e-09ad-4b82-854b-118feb01f2ed;information skills
2;measuring physical properties;S2.5;"Measuring the dimensions, weight, density and other physical properties of objects, materials and spaces.
nan";http://data.europa.eu/esco/skill/8a57f720-70b3-41de-877c-7d723977dc88;information skills
3;measuring dimensions and related properties;S2.5.1;"Measuring the dimensions, density and other physical properties of objects, materials, people, and spaces.
Examples:
- measure interior space
- measure the human body for wearing apparel
- measure water depth";http://data.europa.eu/esco/skill/23d7bd85-d8d5-4455-b64d-3b0998f2425d;measuring physical properties
3;measuring physical properties;S2.5.0;"Measuring the dimensions, weight, density and other physical properties of objects, materials and spaces.
nan";http://data.europa.eu/esco/skill/347aa7ee-b640-41cc-ae7c-3c5eafda9fda;measuring physical properties
3;weighing;S2.5.2;"Measuring the weight of objects and people.
Examples:
- weigh merchandise";http://data.europa.eu/esco/skill/5dbb69d2-9e1b-4e0f-b8c0-0bac709729cf;measuring physical properties
2;conducting studies, investigations and examinations;S2.1;"Conducting studies, investigations, and examinations to increase knowledge and understanding, diagnose problems or identify needs and requirements.
nan";http://data.europa.eu/esco/skill/c5b71c57-6f78-4c54-b332-ec75848f1095;information skills
3;interpreting technical documentation and diagrams;S2.1.3;"Reading and interpreting documentation such as blueprints, electrical wiring diagrams, architectural plans.
Examples:
- read blueprints 
- interpret electrical diagrams";http://data.europa.eu/esco/skill/316df5b7-31c4-4f4e-ae69-aad1b873b995;conducting studies, investigations and examinations
3;conducting academic or market research;S2.1.1;"Conducting research studies, investigations or surveys to increase knowledge and understanding within the academic or business field.
Examples:
- Conduct public surveys
- Conduct literature research

Excludes:
- Detect financial crime
- Investigate road accidents";http://data.europa.eu/esco/skill/7eafec38-621a-4b6e-9298-bfe70ec0b253;conducting studies, investigations and examinations
3;conducting studies, investigations and examinations;S2.1.0;"Conducting studies, investigations, and examinations to increase knowledge and understanding, diagnose problems or identify needs and requirements.
nan";http://data.europa.eu/esco/skill/8fde007e-ea4c-48c2-84c5-752834acd31d;conducting studies, investigations and examinations
3;carrying out forensic and police investigations;S2.1.4;"Performing police or forensic investigations to increase knowledge related to crime. 
Examples:
- examine crime scenes
- perform drug investigations

Excludes:
- conduct psychological research ";http://data.europa.eu/esco/skill/c4376e35-add7-43a0-8b2e-f5741f0df8fe;conducting studies, investigations and examinations
3;diagnosing health conditions;S2.1.2;"Examining patients, deceased persons or animals to diagnose physical and mental illnesses, injuries and medical conditions.
Examples:
- diagnose heart conditions
- diagnose mental disorders 
- interpret medical images
- diagnose nursing care
- assess fish health conditions

Excludes:
- analyse and interpret medical test results

";http://data.europa.eu/esco/skill/d700aa7a-0ed8-4967-a32c-4cb6075ab3b9;conducting studies, investigations and examinations
2;managing information;S2.3;"Setting up and managing manual or electronic systems for storing , selecting, organizing, retrieving, distributing and safeguarding information.
Examples:
- Manage digital archives
- Oversee record management
- Organise information";http://data.europa.eu/esco/skill/dddd229b-61e1-480d-80d6-d9d9ee9b5f54;information skills
3;managing information;S2.3.0;"Setting up and managing manual or electronic systems for storing , selecting, organizing, retrieving, distributing and safeguarding information.
Examples:
- Manage digital archives
- Oversee record management
- Organise information";http://data.europa.eu/esco/skill/32c017fd-28ab-4051-bf68-74de952c2f77;managing information
2;calculating and estimating;S2.6;"Performing mathematical calculations and estimating the results of an action or a series of actions.
nan";http://data.europa.eu/esco/skill/e173eaf8-c99b-405a-b0ac-0e02ce3c268d;information skills
3;calculating and estimating;S2.6.0;"Performing mathematical calculations and estimating the results of an action or a series of actions.
nan";http://data.europa.eu/esco/skill/47b0d855-ea3c-45e9-8dcf-0e12e62261c4;calculating and estimating
3;estimating resource needs;S2.6.3;"Calculating and estimating the costs and volumes of human and physical resources required to undertake projects, repairs or other tasks.
Examples:
- estimate restoration costs
- forecast production quantities";http://data.europa.eu/esco/skill/b917784a-d7c9-437c-be6e-0de41067fa62;calculating and estimating
3;determining values of goods or services;S2.6.2;"Determining or estimating values or prices of goods or services.
Examples:
- estimate value of used goods";http://data.europa.eu/esco/skill/f55fac09-92a2-4a88-9a96-ee9fb5b18519;calculating and estimating
3;performing calculations;S2.6.1;"Performing mathematical calculations on financial, spatial, scientific or other data with or without the used of electronic tools.
Examples:
- calculate dividends
- calculate wages
- estimate consumption of water";http://data.europa.eu/esco/skill/f5f15f9c-6334-4728-8dc5-3a20a00dfc37;calculating and estimating
1;working with computers;S5;"Using computers and other digital tools to develop, install and maintain ICT software and infrastructure and to browse, search, filter, organise, store, retrieve, and analyse data, to collaborate and communicate with others, to create and edit new content.
Excludes:
- Systems analysis
- Installing, maintaining and repairing computer hardware";http://data.europa.eu/esco/skill/243eb885-07c7-4b77-ab9c-827551d83dc4;
2;accessing and analysing digital data;S5.5;"Using digital tools to browse, search, filter, organise, store, retrieve, and analyse data, information and digital content, to collaborate and communicate with others, and create and edit new content.
nan";http://data.europa.eu/esco/skill/28d2ab6c-38a2-476e-85fe-7982fd242943;working with computers
3;browsing, searching and filtering digital data;S5.5.1;"Articulating information needs, searching for data, information and content in digital environments, accessing and navigating them. Creating and updating personal search strategies.
Examples:
- Use search engines 
- Carry out internet research
- Conduct search engine optimisation";http://data.europa.eu/esco/skill/258fea29-09db-4918-8235-0d7d529cd31c;accessing and analysing digital data
3;accessing and analysing digital data;S5.5.0;"Using digital tools to browse, search, filter, organise, store, retrieve, and analyse data, information and digital content, to collaborate and communicate with others, and create and edit new content.
nan";http://data.europa.eu/esco/skill/4d6a48ae-352e-4823-bc3a-3f3e9e2cae86;accessing and analysing digital data
3;managing, gathering and storing digital data;S5.5.2;"Using digital tools to organise, gather, store, retrieve, and archive data, information and digital content.
Examples:
- Create digital files 
- Digitise documents
- Use spreadsheet software
- Perform data cleansing";http://data.europa.eu/esco/skill/6a7fc30d-af16-4cc5-a957-29d174bdb61c;accessing and analysing digital data
2;setting up and protecting computer systems;S5.2;"Setting up, protecting and resolving problems with computer systems, networks, or similar information systems.
nan";http://data.europa.eu/esco/skill/75c1ab73-5b00-48a0-818e-93487ebdd7e1;working with computers
3;resolving computer problems;S5.2.3;"Identifying technical problems with ICT systems and devices and performing actions to solve the problems.
Excludes:
- Installing, maintaining and repairing computer hardware

Examples:
- Troubleshoot website
- Implement ICT recovery system";http://data.europa.eu/esco/skill/0b9968af-72de-470a-98e1-2d19577443fb;setting up and protecting computer systems
3;protecting ict devices;S5.2.2;"Making use of tools and methods to protect and maximize security of ICT devices and information by controlling access, such as by requiring passwords, digital signatures, and biometric identification, and by protecting systems through the use of software.
Examples:
- Remove computer virus or malware form a computer 
- Implement a firewall 
- Use back-up and recovery tools";http://data.europa.eu/esco/skill/185c56ee-098f-46a1-af87-56337085da6f;setting up and protecting computer systems
3;setting up and protecting computer systems;S5.2.0;"Setting up, protecting and resolving problems with computer systems, networks, or similar information systems.
nan";http://data.europa.eu/esco/skill/24aa32e7-5b7c-42fd-b045-11f0c3d9b6e3;setting up and protecting computer systems
3;setting up computer systems;S5.2.1;"Setting up computers, networks, or similar information systems. Installing computer software, and configuring computer networks.
Excludes:
- Installing, maintaining and repairing computer hardware

Examples:
- Align software with system architectures
- Install software
- Install operating system";http://data.europa.eu/esco/skill/f839b1da-78b6-4466-86f4-a5798821ea20;setting up and protecting computer systems
2;using digital tools to control machinery;S5.7;"Issuing commands to computer controlled machines and equipment by despatching the appropriate data and input.
Excludes:
- Writing computer code and programmes
- Resolving computer problems.

Examples:
- Enter commands, instructions, or specifications into CNC equipment
- Set up the controls of a machine";http://data.europa.eu/esco/skill/842ebeb2-d252-4bde-98fe-e0463f7009db;working with computers
3;using digital tools to control machinery;S5.7.0;"Issuing commands to computer controlled machines and equipment by despatching the appropriate data and input.
Excludes:
- Writing computer code and programmes
- Resolving computer problems.

Examples:
- Enter commands, instructions, or specifications into CNC equipment
- Set up the controls of a machine";http://data.europa.eu/esco/skill/494b8057-daf5-46a0-b33b-416e0115c30a;using digital tools to control machinery
2;using digital tools for collaboration, content creation and problem solving;S5.6;"Using ICT software and hardware to collaborate and communicate with others, creating and editing new content (from word processing to images and video) and solving conceptual, technical and practical problems.
Excludes:
- Computer programming
- Resolving computer problems";http://data.europa.eu/esco/skill/cacc62f3-2df4-4cc3-9d5d-0d014db56bd9;working with computers
3;using word processing, publishing and presentation software;S5.6.2;"Using ICT software and hardware to develop and edit the content of documents and audio-visual and prepare them for publication.
Excludes:
- Computer programming
- Resolving computer problems

Examples:
- Use word processing software
- Use typesetting software";http://data.europa.eu/esco/skill/446a36a5-2376-439f-b46b-4a214ba0acdf;using digital tools for collaboration, content creation and problem solving
3;using digital tools for collaboration and productivity;S5.6.1;"Using ICT software and hardware to collaborate and communicate with others and to improve productivity.
Excludes:
- Computer programming
- Resolving computer problems

Examples:
- Use email software and services
- Operate GPS systems
- Use personal organisation software";http://data.europa.eu/esco/skill/98fb499f-9155-412d-a8a0-95ba97126fec;using digital tools for collaboration, content creation and problem solving
3;using computer aided design and drawing tools;S5.6.3;"Using ICT software and hardware to collaborate and communicate with others, creating and editing new content (from word processing to images and video) and solving conceptual, technical and practical problems.
Excludes:
- Computer programming
- Resolving computer problems

Examples:
- Use CAD software";http://data.europa.eu/esco/skill/b1115b14-fa16-4c1e-be6c-91fd49a1808b;using digital tools for collaboration, content creation and problem solving
3;using digital tools for processing sound and images;S5.6.4;"Using ICT software and hardware to for processing sound and images.
Excludes:
- Computer programming
- Resolving computer problems

Examples:
- Edit photographs
- Use audio reproduction software
- Synchronise sound with images";http://data.europa.eu/esco/skill/c53a55a1-8b2b-4d2c-b12d-626742a3833a;using digital tools for collaboration, content creation and problem solving
3;using digital tools for collaboration, content creation and problem solving;S5.6.0;"Using ICT software and hardware to collaborate and communicate with others, creating and editing new content (from word processing to images and video) and solving conceptual, technical and practical problems.
Excludes:
- Computer programming
- Resolving computer problems";http://data.europa.eu/esco/skill/f774131e-8f2d-43b6-8c20-7fe35fa0f0bd;using digital tools for collaboration, content creation and problem solving
2;programming computer systems;S5.1;"Writing and submitting  instructions, specifications and programmes for computers.
Excludes:
- Systems analysis
- Issuing commands to computer controlled machines and equipment

Examples:
- Write computer programming code
- Use query languages
- Debug software";http://data.europa.eu/esco/skill/d6e4373a-ef2c-4b64-9dc6-4140846f6609;working with computers
3;programming computer systems;S5.1.0;"Writing and submitting  instructions, specifications and programmes for computers.
Excludes:
- Systems analysis
- Issuing commands to computer controlled machines and equipment

Examples:
- Write computer programming code
- Use query languages
- Debug software";http://data.europa.eu/esco/skill/a8c3186b-c791-4d57-8f4f-4d12c7a5c6a7;programming computer systems
2;working with computers;S5.0;"Using computers and other digital tools to develop, install and maintain ICT software and infrastructure and to browse, search, filter, organise, store, retrieve, and analyse data, to collaborate and communicate with others, to create and edit new content.
Excludes:
- Systems analysis
- Installing, maintaining and repairing computer hardware";http://data.europa.eu/esco/skill/f5328159-dfe9-4f25-b8e7-a03fb0d3a991;working with computers
3;working with computers;S5.0.0;"Using computers and other digital tools to develop, install and maintain ICT software and infrastructure and to browse, search, filter, organise, store, retrieve, and analyse data, to collaborate and communicate with others, to create and edit new content.
Excludes:
- Systems analysis
- Installing, maintaining and repairing computer hardware";http://data.europa.eu/esco/skill/39499028-35bf-4d69-9275-fb98902ed88b;working with computers
1;constructing;S7;"Building, repairing, installing and finishing interior and exterior structures.
nan";http://data.europa.eu/esco/skill/2ae39fc8-0f1b-4284-9e73-3f2739471f63;
2;building and repairing structures;S7.1;"Forming, shaping and joining materials to form structures such as buildings, bridges, or underground mines according to specifications and plans.
nan";http://data.europa.eu/esco/skill/18da3b88-1cd5-4ef3-83d6-664e52afdaba;constructing
3;installing wooden structural components;S7.1.3;"Installing, assembling and repairing structural timber such as beams and trusses.
Examples:
- Assemble truss constructions";http://data.europa.eu/esco/skill/09d763a0-cc22-4ea7-9c36-3d9dd500d050;building and repairing structures
3;joining parts using soldering, welding or brazing techniques;S7.1.6;"Joining together pieces of metal by applying heat using soldering, welding or brazing techniques.
Examples:
- Apply arc welding techniques
- Operate brazing equipment
- Weld underwater
- Solder components onto electronic board";http://data.europa.eu/esco/skill/24a39c1b-b8cc-4210-8b74-b388a90e8f59;building and repairing structures
3;building and repairing structures;S7.1.0;"Forming, shaping and joining materials to form structures such as buildings, bridges, or underground mines according to specifications and plans.
nan";http://data.europa.eu/esco/skill/58beed15-8cf0-4bea-a24a-ad595768bba6;building and repairing structures
3;installing and assembling building fixtures;S7.1.7;"Installing, assembling or constructing building fixtures such as drywall, doors, windows and staircases.
Examples:
- Install handrail
- Place drywall
- Install drop ceilings";http://data.europa.eu/esco/skill/58edb789-d085-4e7d-8b6e-b70913bebfca;building and repairing structures
3;installing roofing;S7.1.5;"Constructing, installing and maintaining roofs and gutters.
Examples:
- Install metal roofing
- Install gutters
- Attach roofing cover";http://data.europa.eu/esco/skill/5d1d2d04-5510-4918-a437-7f57d570483a;building and repairing structures
3;installing wooden and metal components;S7.1.2;"Installing, assembling and repairing structural timber or metal parts.
Examples:
- Assemble truss constructions
- Reinforce concrete

Excludes:
- Installing metal roofing";http://data.europa.eu/esco/skill/6d0cad66-82dd-4854-a03a-68232942c68d;building and repairing structures
3;installing and assembling rigging equipment;S7.1.8;"Installing and assembling rigging equipment such as cables, ropes, pulleys and winches to safely secure high structures or lift heavy weights.
Examples:
- Install crane equipment
- Assemble circus rigging equipment
- Hang chain hoists";http://data.europa.eu/esco/skill/8eb65708-6a1c-4a11-8b51-ed9331962142;building and repairing structures
3;installing structural masonry materials;S7.1.1;"Forming structures using masonry materials such as bricks, stone, blocks, and mortar.
Excludes:
- Pouring concrete
- Installing roofing

Examples:
- Lay bricks
- Place gypsum blocks";http://data.europa.eu/esco/skill/97ff8a90-ec21-4f13-9b58-22cc9fc47221;building and repairing structures
3;installing concrete components;S7.1.4;"Setting concrete forms and pouring concrete for construction of footings, pilings, pillars and walls for buildings, bridges and other structures.
Examples:
- Pour concrete
- Place concrete forms
- Settle concrete";http://data.europa.eu/esco/skill/d9be4ab0-f7d9-4b27-bd01-6cf1d43d1865;building and repairing structures
2;constructing;S7.0;"Building, repairing, installing and finishing interior and exterior structures.
nan";http://data.europa.eu/esco/skill/57a45369-afc1-4f5a-b157-6f18de506bab;constructing
3;constructing;S7.0.0;"Building, repairing, installing and finishing interior and exterior structures.
nan";http://data.europa.eu/esco/skill/59c46f34-bffd-4859-adf4-3839c2a73821;constructing
2;installing interior or exterior infrastructure;S7.2;"Installing, repairing and testing systems and their components in buildings and other structures such as trains and aircraft.
Excludes:
- Installing electrical, electronic and telecommunications equipment and wiring";http://data.europa.eu/esco/skill/9f6f5c32-2770-4257-bd66-adc29442ff20;constructing
3;installing insulation materials;S7.2.3;"Installing materials to insulate a structure from thermic or acoustic influences and to prevent fire.
Examples:
- Apply spray foam insulation
- Install insulation blocks";http://data.europa.eu/esco/skill/0edd863d-b02d-4714-a1a2-835d6dd23c55;installing interior or exterior infrastructure
3;installing interior or exterior infrastructure;S7.2.0;"Installing, repairing and testing systems and their components in buildings and other structures such as trains and aircraft.
Excludes:
- Installing electrical, electronic and telecommunications equipment and wiring";http://data.europa.eu/esco/skill/2c7252b7-59b8-40eb-ac7c-17f78a94f7e7;installing interior or exterior infrastructure
3;installing plumbing or piping equipment or systems;S7.2.2;"Installing plumbing or piping equipment or systems.
Examples:
- Install fire sprinklers
- Install metal gas piping
- Repair plumbing systems";http://data.europa.eu/esco/skill/583b1fb5-be8d-41f0-aa81-0b6bef4793c2;installing interior or exterior infrastructure
3;installing heating, ventilation and air conditioning equipment;S7.2.1;"Installing and repairing heating, ventilation and air conditioning equipment.
Examples:
- Install heat pump
- Repair ventilation equipment
- Install heating, ventilation, air conditioning and refrigeration ducts";http://data.europa.eu/esco/skill/b85caa4a-f04b-4331-80df-11404fd71225;installing interior or exterior infrastructure
2;finishing interior or exterior of structures;S7.3;"Applying interior and exterior finishes to buildings and other structures.
nan";http://data.europa.eu/esco/skill/d5f302db-adff-4bae-b7d4-37293b397193;constructing
3;applying protective or decorative solutions or coatings;S7.3.3;"Applying paint, lacquer, wallpaper or other coatings to surfaces or objects using brushes, rollers, paint spray guns or similar equipment.
Examples:
- Paint surfaces 
- Hang wallpaper";http://data.europa.eu/esco/skill/5ea47148-5289-49f2-80f8-bb1f54b37de0;finishing interior or exterior of structures
3;finishing interior or exterior of structures;S7.3.0;"Applying interior and exterior finishes to buildings and other structures.
nan";http://data.europa.eu/esco/skill/81d95361-e7dd-4f75-a243-d646a7dd6a28;finishing interior or exterior of structures
3;installing floor and wall coverings;S7.3.4;"Installing various types of floor and wall coverings, including tiling, carpets, linoleum and parquet.
Examples:
- Lay marquetry
- Lay resilient flooring tiles";http://data.europa.eu/esco/skill/8984a92c-416e-498f-abd3-a9dd819e5c03;finishing interior or exterior of structures
3;applying material to fill gaps in surfaces;S7.3.1;"Applying various types of material to fill or seal gaps in the surfaces of walls, floors, furnishings vehicles or other items.
Examples:
- Fill nail holes in wood planks
- Install insulation blocks
- Grout terrazzo";http://data.europa.eu/esco/skill/da230865-9d2a-42d9-a42e-37d89753109e;finishing interior or exterior of structures
3;appyling textured or masonry coatings;S7.3.2;"Applying plaster or similar materials to a surface.
Examples:
- Plaster surfaces
- Craft ornamental plastering
- Pour terrazzo";http://data.europa.eu/esco/skill/e6e784d0-38a2-4f0c-9fe9-d985a3269fd9;finishing interior or exterior of structures
1;management skills;S4;"Managing people, activities, resources, and organisation; developing objectives and strategies, organising work activities, allocating and controlling resources and leading, motivating, recruiting and supervising people and teams.
nan";http://data.europa.eu/esco/skill/869fc2ce-478f-4420-8766-e1f02cec4fb2;
2;building and developing teams;S4.6;"Encouraging team members and building a relationship of mutual trust, respect and cooperation. Stimulating teambuilding activities.
Excludes:
- Training
- Recruiting and hiring

Examples:
- Facilitate teamwork between students
- Encourage teambuilding";http://data.europa.eu/esco/skill/2d02d98c-20c4-4b46-bf44-e5f85a3f03ed;management skills
3;building and developing teams;S4.6.0;"Encouraging team members and building a relationship of mutual trust, respect and cooperation. Stimulating teambuilding activities.
Excludes:
- Training
- Recruiting and hiring

Examples:
- Facilitate teamwork between students
- Encourage teambuilding";http://data.europa.eu/esco/skill/dfae80db-cf29-41e1-a48c-2bee901afff1;building and developing teams
2;organising, planning and scheduling work and activities;S4.2;"Directing activities and tasks, establishing schedules and co-ordinating the activities of groups and individuals to complete objectives on time and within budget.
nan";http://data.europa.eu/esco/skill/5c26881e-2759-4a38-b136-5e0f6071b524;management skills
3;organising, planning and scheduling work and activities;S4.2.0;"Directing activities and tasks, establishing schedules and co-ordinating the activities of groups and individuals to complete objectives on time and within budget.
nan";http://data.europa.eu/esco/skill/0779d482-4154-4fbb-9a22-d9fd89c39d67;organising, planning and scheduling work and activities
3;directing, supervising and coordinating projects;S4.2.3;"Directing, supervising and coordinating workflow of projects and programmes such as research and development projects.
Examples:
- manage ICT project 
- supervise advocacy work

Excludes:
- supervise site maintenance
- translate strategy into operation";http://data.europa.eu/esco/skill/190f64e1-b7b6-4c53-b20b-80f9215ef6ca;organising, planning and scheduling work and activities
3;directing operational activities;S4.2.1;"Directing, supervising and coordinating operational activities, projects and tasks in an organisation.
Examples:
- coordinate rescue missions
- coordinate operational activities
- oversee pre-assembly operations

Excludes:
- coordinate dock operations
- forecast workload
- manage ICT project";http://data.europa.eu/esco/skill/87dff904-fb74-4d59-972e-1c2387579d94;organising, planning and scheduling work and activities
3;planning events and programmes;S4.2.2;"Planning workflow and content for projects, events or programmes.
Examples:
- control financial resources
- manage revenue
- handle external financing";http://data.europa.eu/esco/skill/cfd5ab8f-ef8a-4877-8243-ddf17ac74604;organising, planning and scheduling work and activities
3;managing transport and logistics activities;S4.2.4;"Planning, overseeing and directing logistics or other operational activities related to transport of goods or passengers. 
nan";http://data.europa.eu/esco/skill/d6c8dacb-b0c0-4544-b0b7-69b24df41ba1;organising, planning and scheduling work and activities
3;planning production processes;S4.2.5;"Preparing production plan for successful manufacture of a product or service.
nan";http://data.europa.eu/esco/skill/e6eeb84c-ad99-42e2-b883-e6ce338aef59;organising, planning and scheduling work and activities
2;developing objectives and strategies;S4.1;"Envisioning a future state and developing strategies, goals, objectives and action plans to achieve it.
nan";http://data.europa.eu/esco/skill/6f89dcbe-4315-4533-8801-3aadf9190b86;management skills
3;developing contingency and emergency response plans;S4.1.7;"Composing and maintaining procedures outlining specific actions to be taken in the event of an emergency or adverse event, taking into account all the risks and dangers that could be involved, ensuring that the plans comply with safety legislation and represent the safest course of action.
Examples:
- manage disaster recovery plans
- plan railway incident mitigation measures";http://data.europa.eu/esco/skill/164510d1-1216-4dc0-b9d1-a7f6af19e469;developing objectives and strategies
3;developing financial, business or marketing plans;S4.1.2;"Envision and develop strategies and plans for companies and organisations aimed at purposes such as establishing new markets, refurbishing the equipment and machinery of a company, implementing pricing strategies, and restoring or maintaining financial viability.
Examples:
- Develop business case
- Draw up marketing and sales plan
- Create a financial plan";http://data.europa.eu/esco/skill/37272760-957a-4c34-b4f3-780ee285334d;developing objectives and strategies
3;developing objectives and strategies;S4.1.0;"Envisioning a future state and developing strategies, goals, objectives and action plans to achieve it.
nan";http://data.europa.eu/esco/skill/6ee936b0-4e0c-4e04-97c7-1f4ee9230d67;developing objectives and strategies
