Level;Name;ShortCode;Description;Uri;BroaderConcept
3;social work and counselling;0923;"Social work and counselling is the study of the welfare needs of communities, specific groups and individuals and the appropriate ways of meeting these needs. The focus is on social welfare with emphasis on social policy and practice.
Programmes and qualifications with the following main content are classified here:
Alcohol and drug abuse counselling
Alcohol, tobacco, drugs (knowledge about)
Crisis support
Family and marriage counselling
Mobbing and maltreatment (knowledge about)
Parole officer training
Probation officer training
Social policy
Social practice
Social theory (applied)
Social work (welfare)
Vocational counselling
Vocational guidance

=== Exclusions
Study of sociology and social science is excluded from this detailed field and included in detailed field 0314 'Sociology and cultural studies'.
Studies combining health care and social care (e.g. for old people) are excluded from this detailed field and included in detailed field 0913 'Nursing and midwifery'.
nan";http://data.europa.eu/esco/isced-f/0923;welfare
3;welfare not elsewhere classified;0929;"nan
nan";http://data.europa.eu/esco/isced-f/0929;welfare
2;inter-disciplinary programmes and qualifications involving health and welfare;098;"nan
nan";http://data.europa.eu/esco/isced-f/098;health and welfare
3;inter-disciplinary programmes and qualifications involving health and welfare;0988;"Inter-disciplinary or broad programmes and qualifications to which the greatest intended learning time is devoted to health and welfare are classified here.
nan";http://data.europa.eu/esco/isced-f/0988;inter-disciplinary programmes and qualifications involving health and welfare
2;health and welfare not elsewhere classified;099;"nan
nan";http://data.europa.eu/esco/isced-f/099;health and welfare
3;health and welfare not elsewhere classified;0999;"nan
nan";http://data.europa.eu/esco/isced-f/0999;health and welfare not elsewhere classified
1;services;10;"nan
nan";http://data.europa.eu/esco/isced-f/10;
2;services not further defined;100;"nan
nan";http://data.europa.eu/esco/isced-f/100;services
3;services not further defined;1000;"nan
nan";http://data.europa.eu/esco/isced-f/1000;services not further defined
2;personal services;101;"nan
nan";http://data.europa.eu/esco/isced-f/101;services
3;personal services not further defined;1010;"nan
nan";http://data.europa.eu/esco/isced-f/1010;personal services
3;domestic services;1011;"Domestic services are the study of various domestic services, such as housekeeping, cleaning, laundering, sewing etc.
Programmes and qualifications with the following main content are classified here:
Caretaking, housekeeping and home service workers
Chimney sweeping
Cleaning
Cooking (home)
Domestic science
Dry-cleaning
Funeral services and mortuary science
Home economics
Laundry
Needlework (home)
Sewing (home)
Window cleaning

=== Inclusions
Cleaning is included here even if directed towards cleaning schools, hospitals, factories etc.

=== Exclusions
Study of building maintenance is excluded from this detailed field and included in detailed field 0732 'Building and civil engineering'.
nan";http://data.europa.eu/esco/isced-f/1011;personal services
3;hair and beauty services;1012;"Hair and beauty services are the study of caring for the hair and the body for beautification.
Programmes and qualifications with the following main content are classified here:
Barbering
Beauty therapy
Cosmetology (make up)
Fitness and weight control
Hairdressing
Manicure
Pedicure
nan";http://data.europa.eu/esco/isced-f/1012;personal services
3;hotel, restaurants and catering;1013;"Hotel, restaurants and catering is the study of providing food, beverages, accommodation and related services at hotels, restaurants etc.
Programmes and qualifications with the following main content are classified here:
Catering
Cooking (restaurant and hotel-type)
Fast food preparation
Food serving
Hospitality services
Hotel and restaurant studies
Hotel receptionist training
Hotel services
Waiting and bar service

=== Exclusions
Study of food processing (industrial) is excluded from this detailed field and included in detailed field 0721 'Food processing'.
Receptionist training (general) is excluded from this detailed field and included in detailed field 0415 'Secretarial and office work'.
nan";http://data.europa.eu/esco/isced-f/1013;personal services
3;sports;1014;"Sports is the study of techniques and skills in a chosen sport.
Programmes and qualifications with the following main content are classified here:
Sport trainer studies
Techniques and skills in a chosen sport
Training of umpires/referees and other sports officials

=== Inclusions
Jockeying is included here. Chess playing is included here.

=== Exclusions
Training of school teachers in physical education (sports teachers) is excluded from this detailed field and included in detailed field 0114 'Teacher training with subject specialisation'.
Fitness services are excluded from this detailed field and included in detailed field 1012 'Hair and beauty services'.
nan";http://data.europa.eu/esco/isced-f/1014;personal services
3;travel, tourism and leisure;1015;"Travel and tourism is the study of marketing and advertising tourist destinations and events. It includes the study of ticketing and reservation practices. Leisure is the study of recreational and leisure activities for individuals and groups.
Programmes and qualifications with the following main content are classified here:
Abseiling (rope climbing)
Adventure based activities
Ground crew training (airport)
Guiding, tour leading
Recreation and leisure
Tourist trades programmes
Travel agency services
Travel and tourism
Travel services

=== Inclusions
Basic training in how to treat tourists is included here.

=== Exclusions
Study of recreation and leisure activities for school children is excluded from this detailed field and included in detailed field 0922 'Child care and youth services'.
nan";http://data.europa.eu/esco/isced-f/1015;personal services
3;personal services not elsewhere classified;1019;"nan
nan";http://data.europa.eu/esco/isced-f/1019;personal services
2;hygiene and occupational health services;102;"nan
nan";http://data.europa.eu/esco/isced-f/102;services
3;hygiene and occupational health services not further defined;1020;"nan
nan";http://data.europa.eu/esco/isced-f/1020;hygiene and occupational health services
3;community sanitation;1021;"Community sanitation is the study of community services dealing with items that affect public health such as hygienic standards in food, water supply, disposal of sewage and garbage and street cleaning.
Programmes and qualifications with the following main content are classified here:
Hygiene, community
Hygienic standards
Refuse collection
Refuse/sewage disposal
Street cleaning
Water supply (service)
Waste management
nan";http://data.europa.eu/esco/isced-f/1021;hygiene and occupational health services
3;occupational health and safety;1022;"Occupational health and safety is the study of recognising, evaluating and controlling environmental factors associated with the workplace.
Programmes and qualifications with the following main content are classified here:
Ergonomics (occupational health and safety)
Health and safety in the workplace
Industrial welfare
Labour protection
Labour security
Labour welfare (safety)
Occupational health and industrial hygiene
Occupational safety
Stress management
Work environment

=== Exclusions
Study of vocational rehabilitation and occupational therapy is excluded from this detailed field and included in detailed field 0915 'Therapy and rehabilitation'.
Study of labour law is excluded from this detailed field and included in 0421 'Law'.
Study of ergonomics is excluded from this detailed field if emphasis is given to technical aspects and is included in the appropriate detailed field under 071 'Engineering and engineering trades'.
nan";http://data.europa.eu/esco/isced-f/1022;hygiene and occupational health services
3;hygiene and occupational health services not elsewhere classified;1029;"nan
nan";http://data.europa.eu/esco/isced-f/1029;hygiene and occupational health services
2;security services;103;"nan
nan";http://data.europa.eu/esco/isced-f/103;services
3;security services not further defined;1030;"nan
nan";http://data.europa.eu/esco/isced-f/1030;security services
3;military and defence;1031;"Military and defence is the study of services to the community connected with war and defence, designed to provide training in the principles and practice of military science.
Programmes and qualifications with the following main content are classified here:
Air force training
Army training
Defence studies
Military science
Navy training
War theory

=== Exclusions
Military personnel participating in non-military programmes should be classified according to the subject content of the training programme.
nan";http://data.europa.eu/esco/isced-f/1031;security services
3;protection of persons and property;1032;"Protection of persons and property is the study of services to the community concerning protection of property and persons. It comprises training in police work, public security, fire protection and fire-fighting.
Programmes and qualifications with the following main content are classified here:
Civil security
Customs programmes
Fire-protection (fire-fighting)
Fire technology
Life guarding
Police work
Policing studies
Prison work
Public security
Security and loss prevention services
Security guarding

=== Exclusions
Study of law is excluded from this detailed field and included in 0421 'Law'.
Study of criminology is excluded from this detailed field and included in detailed field 0314 'Sociology and cultural studies'.
nan";http://data.europa.eu/esco/isced-f/1032;security services
3;security services not elsewhere classified;1039;"nan
nan";http://data.europa.eu/esco/isced-f/1039;security services
2;transport services;104;"nan
nan";http://data.europa.eu/esco/isced-f/104;services
3;transport services;1041;"Transport is the study of operating, navigating and directing ships, train, aircraft and other forms of transportation.
Programmes and qualifications with the following main content are classified here:
Aircraft operation
Air traffic control
Air traffic safety
Cabin crew training
Communication (air, railway, road etc.) programmes
Crane and truck driving
Driving programmes
Flying and navigation
Navigation technologies
Postal service
Railway operations
Road motor vehicle operations
Ship operation
Shipping
Transport studies

=== Exclusions
Programmes in telephone network services are excluded from this detailed field and included in detailed field 0714 'Electronics and automation'. Programmes in switchboard operating are excluded from this detailed field and included in detailed field 0415 'Secretarial and office work'.
nan";http://data.europa.eu/esco/isced-f/1041;transport services
2;inter-disciplinary programmes and qualifications involving services;108;"nan
nan";http://data.europa.eu/esco/isced-f/108;services
3;inter-disciplinary programmes and qualifications involving services;1088;"Inter-disciplinary programmes and qualifications to which the greatest intended learning time is devoted to services are classified here.
nan";http://data.europa.eu/esco/isced-f/1088;inter-disciplinary programmes and qualifications involving services
2;services not elsewhere classified;109;"nan
nan";http://data.europa.eu/esco/isced-f/109;services
3;services not elsewhere classified;1099;"nan
nan";http://data.europa.eu/esco/isced-f/1099;services not elsewhere classified
1;field unknown;99;"nan
nan";http://data.europa.eu/esco/isced-f/99;
2;field unknown;999;"nan
nan";http://data.europa.eu/esco/isced-f/999;field unknown
3;field unknown;9999;"nan
nan";http://data.europa.eu/esco/isced-f/9999;field unknown
